estimating workload which takes just one milisecond
end estimation
0	1	1
0	2	2
0	3	3
0	5	4
0	6	5
0	7	6
0	8	7
0	9	8
0	10	9
0	11	10
0	12	11
0	14	12
0	16	13
0	18	14
0	19	15
0	20	16
0	21	17
0	22	18
0	23	19
0	24	20
0	25	21
0	26	22
0	28	23
0	29	24
0	30	25
0	31	26
0	32	27
0	33	28
0	34	29
0	35	30
0	36	31
0	38	32
0	39	33
0	40	34
0	41	35
0	42	36
0	43	37
0	44	38
0	45	39
0	46	40
0	47	41
0	49	42
0	50	43
0	51	44
0	52	45
0	53	46
0	54	47
0	55	48
0	56	49
0	57	50
0	59	51
0	60	52
0	61	53
0	62	54
0	63	55
0	64	56
0	65	57
0	66	58
0	68	59
0	69	60
0	70	61
0	71	62
0	72	63
0	73	64
0	74	65
0	75	66
0	76	67
0	77	68
0	79	69
0	80	70
0	81	71
0	82	72
0	83	73
0	84	74
0	85	75
0	86	76
0	88	77
0	89	78
0	90	79
0	91	80
0	92	81
0	93	82
0	94	83
0	95	84
0	97	85
0	98	86
0	99	87
0	100	88
0	101	89
0	102	90
0	103	91
0	104	92
0	105	93
0	106	94
0	108	95
0	109	96
0	110	97
0	111	98
0	112	99
0	113	100
estimating workload which takes just one milisecond
end estimation
